,has_company_logo,employment_type,required_experience,required_education,industry,function,fraudulent,state,words_count,words_mapped
1953,1,1,1,6,22,12,0,48,1688,2
1954,1,1,5,6,59,7,0,35,1487,1
1955,1,1,5,6,83,0,0,35,2952,3
1956,1,4,6,0,49,11,0,0,1516,2
1957,1,2,6,6,84,23,0,35,2111,2
1958,0,1,2,4,26,7,0,7,658,1
1959,1,1,6,1,56,5,0,35,1433,1
1960,1,1,5,1,29,9,0,35,1650,2
1961,1,1,2,4,26,7,0,44,1798,2
1962,0,1,6,6,84,23,0,5,1395,1
1963,0,1,5,1,32,21,0,35,1554,2
1964,1,1,2,4,26,7,0,4,2507,3
1965,1,1,5,1,10,23,0,8,1516,2
1966,1,0,2,1,31,11,0,49,170,0
1967,1,1,2,6,56,18,0,32,1160,1
1968,1,1,2,6,56,0,0,32,1592,2
1969,1,1,5,1,22,32,0,5,2207,2
1970,1,0,6,1,31,23,0,3,158,0
1971,1,2,6,6,84,37,0,0,1227,1
1972,1,1,6,5,84,23,0,35,2792,3
1973,1,2,6,6,84,23,0,10,1759,2
1974,1,3,1,5,102,37,0,35,3272,4
1975,1,1,0,6,56,23,0,10,1020,1
1976,0,1,6,6,84,23,0,23,799,1
1977,1,0,2,6,84,32,0,0,774,1
1978,1,1,6,4,26,7,0,15,110,0
1979,0,1,1,3,22,18,0,5,905,1
1980,1,1,6,5,31,11,0,35,3487,4
1981,1,1,0,8,30,22,0,10,3449,4
1982,1,1,5,1,10,23,0,8,1712,2
1983,0,1,1,6,73,23,0,5,2013,2
1984,1,1,6,6,56,36,0,28,2935,3
1985,1,2,6,6,84,23,0,8,1711,2
1986,1,0,5,1,56,18,0,44,620,1
1987,0,1,5,1,56,27,1,11,149,0
1988,0,1,6,4,110,23,0,35,1386,1
1989,1,2,6,6,84,23,0,0,1236,1
1990,1,2,6,6,84,23,0,8,1562,2
1991,1,0,2,6,85,32,0,24,1492,1
1992,1,1,0,4,65,24,0,6,789,1
1993,0,4,4,8,70,32,0,35,684,1
1994,1,1,5,6,50,23,0,5,624,1
1995,1,1,6,6,110,32,0,44,2087,2
1996,1,3,2,6,85,17,0,44,2628,3
1997,1,1,5,1,91,0,0,20,1295,1
1998,0,2,6,6,84,23,0,7,973,1
1999,0,1,6,4,122,32,1,5,469,0
2000,1,1,2,1,22,25,0,25,1110,1
2001,1,0,6,1,31,23,0,39,171,0
2002,1,0,6,6,84,9,0,20,443,0
2003,1,1,2,4,23,24,0,41,310,0
2004,1,1,2,1,7,12,0,23,1929,2
2005,1,1,6,1,56,9,0,25,1190,1
2006,1,1,6,2,84,23,0,15,2397,2
2007,1,2,6,6,84,23,0,10,2516,3
2008,1,1,6,1,56,18,0,25,748,1
2009,1,0,6,1,31,23,0,6,171,0
2010,1,0,6,1,31,11,0,13,195,0
2011,1,1,5,6,50,16,0,21,196,0
2012,1,1,6,6,84,23,0,5,3275,4
2013,1,1,0,0,26,7,0,9,3037,3
2014,1,1,0,1,24,22,0,5,2195,2
2015,1,1,5,1,31,11,0,6,816,1
2016,1,2,6,6,84,23,0,8,2101,2
2017,1,0,6,1,31,23,0,24,171,0
2018,1,2,6,6,84,32,0,0,1682,2
2019,1,2,6,6,84,23,0,10,1304,1
2020,1,0,6,4,88,7,0,35,400,0
2021,1,1,6,5,84,11,0,35,3164,4
2022,1,1,5,6,56,18,0,34,2373,2
2023,1,2,6,6,84,23,0,5,2662,3
2024,0,1,6,6,32,23,1,0,1383,1
2025,1,1,0,1,115,32,0,21,733,1
2026,0,1,0,6,23,12,0,35,2359,2
2028,1,1,0,1,42,12,0,13,3122,3
2029,1,2,6,6,84,23,0,8,2091,2
2030,1,2,6,6,84,23,0,44,1149,1
2031,0,1,5,1,39,20,0,46,2604,3
2032,1,1,2,4,26,7,0,7,2163,2
2033,1,0,6,1,31,23,0,2,158,0
2034,1,1,2,1,56,5,0,46,1074,1
2035,1,1,2,4,73,32,0,43,1587,2
2036,1,1,0,1,56,20,0,21,747,1
2037,1,1,0,6,85,13,0,37,2984,3
2038,1,2,6,6,84,23,0,8,1802,2
2039,1,1,2,6,39,19,0,46,2684,3
2040,1,1,6,4,84,32,0,39,2513,3
2041,1,1,6,0,105,1,0,46,1708,2
2042,1,1,2,6,39,7,0,34,2480,3
2043,1,0,6,1,31,23,0,6,171,0
2044,1,2,2,4,37,23,0,23,861,1
2045,1,2,6,6,84,23,0,8,1237,1
2046,1,1,2,4,37,7,0,23,1248,1
2047,1,0,6,1,31,23,0,24,171,0
2048,1,1,2,4,37,7,0,35,1786,2
2049,1,1,6,6,22,23,0,5,202,0
2050,1,1,5,1,59,22,0,5,3117,3
2051,1,1,5,1,56,18,0,44,1091,1
2052,1,1,1,6,73,22,0,35,3143,3
2053,1,1,2,4,83,24,0,5,2957,3
2054,1,0,6,1,31,23,0,36,171,0
2055,1,1,6,1,39,12,0,35,1003,1
2056,1,2,6,6,84,23,0,10,1555,2
2057,1,1,2,6,115,32,0,44,1057,1
2058,1,1,0,0,59,28,0,32,2970,3
2059,1,1,0,1,100,1,0,35,3160,4
2060,0,1,0,4,64,1,0,0,1205,1
2061,1,1,2,0,59,28,0,32,2919,3
2062,1,1,0,4,50,7,0,15,1743,2
2063,1,0,2,1,31,11,0,49,197,0
2064,1,2,6,6,84,23,0,8,1523,2
2065,1,1,1,6,57,18,0,49,3527,5
2066,1,1,0,1,59,32,0,5,2257,2
2067,1,2,6,6,84,23,0,8,1191,1
2068,1,1,5,1,59,26,0,35,1119,1
2069,1,2,6,6,84,23,0,25,2296,2
2070,1,2,6,6,84,23,0,35,1241,1
2071,0,2,6,6,84,23,0,41,630,1
2072,0,1,6,6,84,23,0,36,447,0
2073,1,1,2,4,26,7,0,21,1768,2
2074,1,1,5,6,59,12,0,0,1598,2
2075,1,1,5,1,85,12,0,44,2361,2
2076,1,1,5,1,56,18,0,5,843,1
2077,0,1,0,1,35,5,0,35,1743,2
2078,1,2,6,6,84,23,0,8,1309,1
2079,1,2,6,6,84,23,0,8,1087,1
2080,0,1,6,6,84,23,0,26,1320,1
2081,0,1,0,1,115,18,0,32,2460,3
2082,1,1,0,4,39,5,1,35,947,1
2083,1,1,2,4,104,7,1,11,553,0
2084,1,1,6,6,14,1,0,35,2271,2
2085,1,1,0,4,39,5,1,35,947,1
2086,1,2,6,6,84,23,0,8,1275,1
2087,1,1,6,4,39,32,1,35,938,1
2088,1,1,6,4,39,32,1,35,1008,1
2089,1,2,6,6,84,23,0,35,1759,2
2090,1,1,0,4,39,32,1,35,946,1
2091,1,2,6,6,84,23,0,8,2095,2
2092,1,2,2,4,23,23,0,5,1405,1
2093,1,1,5,1,59,22,0,35,2185,2
2094,1,1,2,6,26,32,0,44,1331,1
2095,1,0,5,5,56,18,0,44,1662,2
2096,1,1,2,6,26,32,0,44,1333,1
2097,1,1,2,6,26,32,0,44,1335,1
2098,1,2,6,6,84,23,1,36,3319,4
2099,1,2,6,6,84,23,0,8,2077,2
2100,1,1,0,6,85,23,0,44,946,1
2101,1,1,0,6,26,32,0,35,1418,1
2102,1,1,5,1,56,7,0,5,2562,3
2103,1,1,0,6,26,32,0,48,1406,1
2104,1,1,5,0,73,1,0,10,2296,2
2105,1,1,0,6,11,32,0,24,264,0
2106,1,1,4,5,59,22,0,35,1385,1
2107,1,1,6,1,59,37,0,4,1345,1
2108,0,1,2,4,22,7,1,10,1995,2
2109,1,1,2,4,73,32,0,21,737,1
2110,0,1,0,6,39,32,0,46,2213,2
2111,1,2,6,6,84,23,0,8,2102,2
2112,1,2,6,6,84,23,0,49,1860,2
2113,1,1,5,6,48,16,0,0,2917,3
2114,1,2,6,6,84,23,0,8,2104,2
2115,1,5,0,6,39,1,0,5,3075,3
2116,1,1,2,4,73,32,0,37,737,1
2117,0,2,6,6,84,23,0,0,269,0
2118,1,1,5,1,56,18,0,5,3116,3
2119,1,1,2,6,39,24,0,46,2877,3
2120,1,1,2,6,43,32,0,4,1903,2
2121,1,1,0,1,100,28,0,5,721,1
2122,1,1,6,6,22,12,0,5,1239,1
2123,0,2,6,6,84,23,0,4,325,0
2124,1,0,6,1,31,23,0,41,171,0
2125,1,0,6,6,88,23,0,28,1015,1
2126,1,1,0,4,84,23,0,4,1465,1
2127,1,4,6,6,50,16,0,23,347,0
2128,1,2,6,6,84,23,0,48,882,1
2129,1,2,6,6,84,23,0,10,1403,1
2131,1,2,6,6,84,23,0,8,1701,2
2132,1,1,5,0,39,7,0,35,1943,2
2133,1,2,6,6,84,23,0,15,2574,3
2134,1,2,6,6,84,23,0,16,2371,2
2135,0,1,5,1,84,20,0,44,775,1
2136,1,1,0,1,22,32,0,5,2234,2
2137,0,1,5,6,86,23,0,5,899,1
2138,1,1,6,6,84,23,0,44,3496,5
2139,1,1,5,1,56,18,0,7,1490,1
2140,1,0,6,6,56,23,0,18,2384,2
2141,1,0,5,1,56,18,1,11,1029,1
2142,1,1,2,4,110,22,0,43,1096,1
2143,1,0,5,1,84,18,0,28,1234,1
2144,1,1,5,1,39,20,0,35,2713,3
2145,0,2,6,6,84,23,0,35,2048,2
2146,1,1,0,1,22,12,0,5,2445,2
2147,0,1,6,5,85,12,1,44,3263,4
2148,1,1,2,4,73,32,0,21,743,1
2149,1,2,6,6,84,23,0,15,2938,3
2150,1,2,6,6,84,23,0,5,1819,2
2151,1,1,2,4,23,7,0,5,1898,2
2152,0,0,6,6,84,23,0,20,1485,1
2153,1,2,6,4,50,16,0,23,682,1
2154,1,1,6,6,84,23,0,20,2163,2
2155,1,1,2,1,56,18,0,44,3489,4
2156,0,1,0,1,56,32,0,5,513,0
2157,1,2,6,6,84,23,0,44,1367,1
2158,1,1,6,5,84,11,0,35,3108,3
2159,1,0,2,1,31,11,0,6,148,0
2160,0,2,6,6,84,23,0,23,234,0
2161,1,2,6,6,84,23,0,46,2278,2
2162,1,2,6,6,84,23,0,10,1374,1
2163,1,2,6,6,84,23,0,8,2101,2
2164,1,4,2,4,37,23,0,23,1462,1
2165,1,4,6,6,50,16,0,23,473,0
2166,1,1,6,1,75,28,0,8,2229,2
2167,1,1,2,4,57,7,0,10,1783,2
2168,0,2,6,6,84,23,0,0,518,0
2169,1,1,6,6,11,32,0,49,1938,2
2170,1,1,6,4,104,1,0,32,2710,3
2171,1,1,2,4,46,7,0,46,2578,3
2172,1,0,6,6,73,27,0,43,1330,1
2173,1,2,6,6,84,23,0,8,1227,1
2174,0,4,4,8,97,22,0,35,600,1
2175,1,1,5,6,33,9,0,0,1865,2
2176,0,4,4,8,97,22,0,35,600,1
2177,1,2,6,6,84,23,0,10,1297,1
2178,1,1,5,6,33,23,0,0,1970,2
2179,1,1,0,0,42,21,0,5,3014,3
2180,1,0,6,1,31,23,0,5,213,0
2181,1,1,0,6,73,23,0,5,3499,5
2182,1,0,6,6,84,23,0,5,1276,1
2183,0,1,5,6,56,18,0,40,1052,1
2184,1,1,3,5,41,13,0,25,2898,3
2186,1,2,6,6,84,23,0,28,253,0
2187,1,0,6,1,31,23,0,44,158,0
2188,1,1,5,1,56,18,0,5,1762,2
2189,1,0,6,1,31,23,0,39,171,0
2190,1,1,5,1,10,23,0,8,1891,2
2191,1,1,2,4,50,7,0,5,1791,2
2192,1,1,6,4,0,1,1,7,816,1
2193,1,2,6,6,85,23,0,39,1491,1
2194,1,2,6,6,84,23,0,8,1722,2
2195,0,1,6,6,84,23,0,15,375,0
2196,1,1,2,4,15,16,0,38,1665,2
2197,0,4,2,4,74,1,0,49,945,1
2198,1,2,6,6,84,23,0,8,1309,1
2199,1,1,5,6,22,12,0,15,1582,2
2200,0,1,6,6,72,23,0,15,402,0
2201,1,2,6,6,84,23,0,8,1558,2
2202,1,2,6,6,84,23,0,15,3488,4
2203,0,2,6,6,84,23,0,10,71,0
2204,1,1,5,1,4,22,0,5,3473,4
2205,1,2,6,6,84,23,0,8,1795,2
2206,0,2,6,6,84,23,0,5,1332,1
2207,0,2,6,6,84,23,0,5,1305,1
2208,1,2,6,6,84,23,0,8,1291,1
2209,0,1,0,1,0,0,0,37,1109,1
2210,1,2,6,6,84,23,0,23,120,0
2211,1,4,6,4,50,16,0,23,745,1
2212,0,1,6,6,56,23,0,36,243,0
2213,1,1,5,6,85,12,0,39,3485,4
2214,1,1,0,4,69,7,0,15,1974,2
2215,1,4,2,4,42,26,0,5,3107,3
2216,1,2,6,6,84,23,0,16,307,0
2217,1,2,6,6,84,23,0,8,1620,2
2218,1,1,6,6,84,23,0,44,3002,3
2219,0,3,4,6,3,3,0,35,602,1
2220,0,4,5,6,115,23,0,32,2007,2
2221,1,2,6,6,84,23,0,15,2328,2
2222,1,2,6,6,84,23,0,36,345,0
2223,1,2,6,6,84,23,0,10,1670,2
2224,0,1,1,1,50,1,0,19,228,0
2225,1,2,6,6,84,23,0,8,1325,1
2226,1,2,6,6,84,23,0,15,3418,4
2227,1,1,2,1,73,22,0,15,1880,2
2228,1,2,6,6,84,23,0,8,2099,2
2229,1,1,0,4,42,26,0,5,2720,3
2230,0,1,2,4,39,32,0,6,1762,2
2231,0,2,6,6,84,23,1,0,1409,1
2232,0,3,5,6,56,23,0,32,3444,4
2233,1,1,5,1,59,22,0,35,2055,2
2234,1,0,2,1,31,11,0,39,148,0
2235,1,1,5,1,59,22,0,5,2157,2
2236,1,0,2,1,31,11,0,39,148,0
2237,1,2,6,6,84,23,0,48,2471,3
2238,1,2,6,6,84,23,0,8,1538,2
2239,0,1,5,2,50,16,0,5,2780,3
2240,1,1,5,1,59,12,0,5,1498,1
2241,0,1,6,6,56,18,0,32,1445,1
2242,1,1,6,6,11,32,0,16,2233,2
2243,1,1,0,6,22,32,0,5,2725,3
2244,1,1,5,1,10,23,0,8,1088,1
2245,1,2,6,6,84,23,0,10,1694,2
2246,1,1,6,6,59,12,0,5,1483,1
2247,0,4,2,4,109,32,0,44,3266,4
2248,1,1,0,0,41,7,0,0,1843,2
2249,1,1,6,1,84,17,0,38,2501,3
2250,1,4,2,4,64,23,0,44,1563,2
2251,1,0,6,6,84,23,0,15,2742,3
2252,1,1,0,6,29,3,0,35,2010,2
2253,1,1,0,6,22,32,0,5,1837,2
2254,1,1,2,4,15,16,0,38,1824,2
2255,0,2,6,6,84,23,0,10,6,0
2256,1,1,6,6,84,23,0,20,3507,5
2257,0,1,0,1,49,9,0,20,1010,1
2258,1,1,2,4,6,5,0,41,2943,3
2259,1,1,5,1,85,27,1,5,1913,2
2260,1,2,6,6,85,23,0,39,623,1
2261,1,2,6,6,84,23,0,38,2069,2
2262,0,2,6,6,84,23,0,10,215,0
2263,1,1,6,1,10,23,0,8,2111,2
2264,1,1,2,4,104,7,1,5,553,0
2265,1,1,5,1,39,20,0,34,2845,3
2266,1,1,5,1,85,27,1,5,2031,2
2267,1,2,6,6,84,23,0,10,1785,2
2268,1,2,6,6,84,23,0,5,1013,1
2269,1,2,6,6,84,23,0,36,1610,2
2270,0,1,3,1,56,18,0,28,1162,1
2271,1,1,5,1,22,12,0,0,1831,2
2272,0,1,6,6,84,23,0,20,4,0
2273,1,1,5,1,56,18,0,11,1049,1
2274,0,0,3,1,56,18,0,30,1459,1
2275,1,2,6,6,84,23,0,0,362,0
2276,1,2,2,4,115,7,0,35,1477,1
2277,1,1,3,5,83,1,0,5,3281,4
2278,1,1,6,6,14,1,0,35,2271,2
2279,1,2,6,6,84,23,0,8,2072,2
2280,1,1,0,1,84,37,0,46,714,1
2281,1,1,5,1,83,5,0,35,2975,3
2282,0,1,6,6,0,23,0,11,496,0
2283,1,2,6,6,84,23,0,8,2103,2
2284,1,2,6,6,84,23,0,28,182,0
2285,1,1,5,1,6,12,0,36,1757,2
2286,1,2,6,6,84,23,0,10,1367,1
2287,1,1,2,4,73,32,0,37,737,1
2288,0,1,0,1,48,24,0,5,582,0
2289,1,1,6,6,84,18,0,45,1143,1
2290,0,4,2,4,26,32,0,0,385,0
2291,0,2,6,6,84,23,0,32,2782,3
2292,0,1,6,6,84,23,0,36,666,1
2293,1,1,6,6,31,18,0,15,1943,2
2294,1,1,2,1,42,30,0,13,1529,2
2295,1,1,6,6,107,32,0,5,2004,2
2296,1,1,0,1,0,0,0,35,3371,4
2297,0,5,2,6,51,24,0,10,839,1
2298,0,3,6,6,50,7,0,0,271,0
2299,0,1,2,6,0,1,1,35,755,1
2300,1,1,0,6,75,18,0,10,1957,2
2301,1,1,5,1,10,23,0,8,2122,2
2302,1,1,2,0,56,32,0,23,1602,2
2303,1,1,0,0,39,13,0,20,2659,3
2304,0,1,6,6,84,23,0,25,377,0
2305,1,1,2,4,50,16,0,49,1155,1
2306,0,1,1,1,83,20,0,44,3328,4
2307,0,1,1,1,22,22,0,11,2667,3
2308,0,2,6,6,84,23,0,32,2671,3
2309,1,2,6,6,85,23,0,50,1559,2
2310,0,1,6,0,117,20,0,44,1298,1
2311,0,1,5,1,52,17,0,35,1291,1
2312,1,2,6,6,84,23,0,48,977,1
2313,1,1,2,4,64,23,0,44,1262,1
2314,1,1,2,0,65,8,0,8,925,1
2315,1,1,6,6,84,23,0,5,844,1
2316,1,5,6,6,23,23,0,36,209,0
2317,1,1,0,1,56,22,0,5,978,1
2318,1,0,5,1,118,18,0,28,1160,1
2319,1,2,6,6,84,23,0,8,2107,2
2320,1,1,5,1,62,32,0,5,3008,3
2321,1,1,6,1,73,2,0,14,1910,2
2322,1,1,1,1,59,32,0,35,1478,1
2323,1,1,0,4,50,1,0,5,1896,2
2324,1,1,5,1,59,9,0,35,1401,1
2325,1,1,3,1,80,23,0,5,1664,2
2326,1,1,6,5,84,11,0,35,3112,3
2327,1,2,6,6,84,23,0,8,1210,1
2328,0,1,2,1,115,1,1,35,1005,1
2329,0,1,2,6,0,1,1,36,102,0
2330,1,1,0,6,48,1,0,10,2282,2
2331,1,2,6,6,84,23,0,10,1259,1
2332,1,0,5,1,56,18,0,31,1217,1
2333,1,2,6,6,84,23,0,8,1797,2
2334,0,1,2,6,31,11,0,0,3020,3
2335,1,1,0,6,84,18,0,15,1029,1
2336,1,1,5,1,86,18,0,32,1160,1
2337,1,2,6,6,84,23,0,8,2073,2
2338,0,4,2,2,0,1,1,35,2105,2
2339,1,2,6,6,84,23,0,39,2364,2
2340,1,1,0,1,73,22,0,46,3443,4
2341,1,0,6,6,50,16,0,10,1872,2
2342,1,0,6,6,84,23,0,28,195,0
2343,1,1,6,6,31,23,0,46,1563,2
2344,1,2,6,6,84,23,0,8,1519,2
2345,0,2,6,6,84,23,0,0,2476,3
2346,1,1,1,1,100,7,0,44,2410,2
2347,0,2,6,6,84,23,0,0,187,0
2348,0,1,6,6,84,23,0,0,374,0
2349,1,1,2,1,22,32,0,5,2658,3
2350,1,2,6,6,84,23,0,23,1961,2
2351,1,1,6,6,59,18,0,5,1495,1
2352,1,1,6,5,84,11,0,35,3092,3
2353,0,1,5,1,8,13,0,32,1116,1
2354,1,2,6,6,84,23,0,5,1125,1
2355,1,0,6,1,31,23,0,10,189,0
2356,1,2,6,6,84,23,0,4,1468,1
2357,1,2,6,6,84,23,0,35,925,1
2358,1,1,5,1,22,18,0,0,1366,1
2359,0,2,6,6,84,23,0,7,1990,2
2360,0,1,5,1,20,32,0,0,2327,2
2361,1,1,2,4,15,16,0,38,1857,2
2362,1,1,0,1,86,27,0,35,1811,2
2363,1,1,5,1,22,18,0,11,3146,3
2364,1,0,2,1,31,11,0,24,195,0
2365,1,4,2,4,26,7,0,10,1893,2
2366,1,0,0,6,84,18,0,3,2301,2
2367,1,1,5,1,59,26,0,35,1595,2
2368,1,1,0,1,22,32,0,35,2236,2
2369,1,5,2,4,73,22,0,45,663,1
2370,1,1,6,6,73,1,0,5,3509,5
2372,1,2,6,6,57,32,0,11,1675,2
2373,1,1,0,6,50,27,0,5,2967,3
2374,1,0,6,1,97,23,0,11,1818,2
2375,1,4,0,1,83,24,0,5,1921,2
2376,1,2,6,6,84,23,0,5,910,1
2377,1,1,6,6,22,23,0,5,1092,1
2378,1,0,2,1,31,11,0,43,148,0
2379,1,2,6,6,84,23,0,35,2017,2
2380,1,1,2,4,0,13,1,13,1388,1
2382,1,2,6,6,84,23,0,6,1792,2
2383,1,1,4,8,73,22,0,35,1094,1
2384,1,1,6,6,11,23,0,25,2730,3
2385,1,1,0,6,34,30,0,8,3421,4
2386,1,1,0,6,22,6,0,8,2799,3
2387,1,2,6,6,84,23,0,11,969,1
2388,1,2,6,6,84,23,0,8,1718,2
2389,1,3,4,8,19,12,0,35,436,0
2390,1,2,6,6,84,23,0,10,2491,3
2391,1,4,2,4,8,7,0,35,1791,2
2392,1,2,6,6,84,23,0,10,2491,3
2393,1,2,6,6,84,23,0,37,1509,1
2394,0,2,6,6,84,23,0,9,79,0
2395,1,0,5,1,56,8,0,44,1464,1
2396,1,2,6,6,84,23,0,8,1068,1
2397,0,1,0,1,39,32,0,46,2213,2
2398,1,1,6,1,22,23,0,44,1107,1
2399,1,2,6,6,84,23,0,8,1312,1
2400,1,1,0,6,56,30,0,39,2645,3
2401,1,1,2,4,115,7,1,44,2245,2
2402,1,1,5,1,22,34,0,5,1921,2
2403,1,1,5,6,22,25,0,5,1896,2
2404,1,1,5,1,10,23,0,8,1613,2
2405,1,1,6,6,84,22,0,15,2642,3
2406,0,2,6,6,84,23,0,4,1283,1
2408,1,2,6,6,84,23,0,8,1521,2
2409,1,1,0,1,50,16,0,11,1292,1
2410,1,0,6,4,88,7,0,10,399,0
2411,0,0,6,6,23,23,0,32,205,0
2412,1,1,5,1,22,12,0,48,2931,3
2413,1,2,6,6,84,23,0,35,81,0
2414,1,1,0,4,33,0,0,10,1606,2
2415,0,2,6,6,84,23,0,44,2560,3
2416,1,1,0,1,52,17,0,35,754,1
2417,1,2,6,6,84,23,0,8,1718,2
2418,1,1,0,1,59,12,0,5,1661,2
2419,1,1,5,6,39,20,0,46,2988,3
2420,1,1,0,1,65,32,0,8,3023,3
2421,0,1,1,1,23,12,0,0,1266,1
2422,1,1,0,6,22,7,0,35,2003,2
2423,1,2,6,6,84,23,0,38,1939,2
2424,0,1,1,5,22,4,0,36,820,1
2425,1,1,2,4,64,19,0,44,1381,1
2426,1,1,2,1,59,32,0,5,1652,2
2427,1,2,6,6,84,23,0,38,1734,2
2428,1,1,1,1,111,18,0,0,1364,1
2429,1,0,5,5,56,18,0,5,901,1
2430,1,2,6,6,84,23,0,38,2523,3
2431,1,0,5,6,56,18,0,17,269,0
2432,1,1,5,1,10,23,0,8,2096,2
2433,1,2,6,6,84,23,0,8,1621,2
2434,0,1,5,1,27,22,0,35,798,1
2435,1,2,6,6,84,23,0,46,2662,3
2436,1,0,2,1,31,11,0,20,148,0
2437,0,1,2,6,39,32,0,46,3612,6
2438,1,4,6,4,50,16,0,23,686,1
2439,1,0,2,1,31,11,0,10,197,0
2440,1,1,1,1,22,25,0,46,1143,1
2441,1,1,2,6,75,18,0,35,1840,2
2442,1,1,5,6,71,30,0,5,2067,2
2443,1,2,6,6,84,23,0,8,1515,2
2444,1,1,0,1,100,28,0,44,1853,2
2445,1,1,2,4,57,7,1,10,472,0
2446,1,2,6,6,84,23,0,15,3029,3
2447,1,1,5,1,73,28,0,35,1984,2
2448,1,1,0,1,74,22,0,49,1933,2
2449,1,1,5,1,56,18,0,5,3342,4
2450,1,1,5,1,22,12,0,20,2931,3
2451,1,1,0,6,73,23,0,35,3479,4
2452,1,1,6,1,84,12,0,5,2479,3
2453,1,2,6,6,84,23,0,8,1069,1
2454,0,1,0,4,23,23,0,48,329,0
2455,1,3,4,8,73,23,0,5,1384,1
2456,1,2,6,6,84,23,0,8,1101,1
2457,1,1,0,4,85,23,0,44,2014,2
2458,1,0,6,1,31,11,0,29,195,0
2459,0,1,0,8,102,32,0,5,1804,2
2460,1,2,6,6,84,23,0,8,2081,2
2461,1,1,6,6,50,5,0,44,1867,2
2462,1,1,5,1,56,18,0,35,1494,1
2463,1,1,2,4,6,7,0,10,1745,2
2464,1,0,6,1,31,23,0,25,171,0
2465,1,1,6,6,11,23,0,15,2733,3
2466,1,1,2,4,37,7,0,48,2257,2
2467,0,1,2,2,63,19,0,35,732,1
2468,0,4,6,6,109,23,0,5,1350,1
2469,1,2,6,6,84,23,0,8,1723,2
2470,1,1,0,1,56,5,0,5,1821,2
2471,1,1,3,6,83,23,0,5,3441,4
2472,1,1,0,1,48,22,0,5,1658,2
2473,1,2,6,6,84,23,0,35,1810,2
2474,1,1,0,1,100,28,0,35,380,0
2475,0,2,6,6,74,12,1,44,3221,4
2476,0,2,6,6,84,23,0,5,1237,1
2477,0,1,2,4,39,32,0,4,1762,2
2478,1,2,6,6,84,23,0,5,1943,2
2479,1,1,0,6,39,20,0,46,2960,3
2480,1,1,2,4,84,23,0,38,1798,2
2481,1,2,2,4,86,7,0,20,2214,2
2482,1,4,6,5,49,11,0,0,2034,2
2483,1,1,0,1,39,13,0,44,1148,1
2484,1,2,6,6,84,23,0,5,481,0
2485,0,2,6,6,84,23,0,15,2722,3
2486,1,1,5,1,10,23,0,8,1747,2
2487,1,1,6,1,84,22,0,5,2122,2
2488,0,2,6,6,85,12,1,44,3385,4
2489,1,1,0,6,39,32,0,11,2482,3
2490,0,2,6,6,85,12,1,44,1754,2
2491,0,2,6,6,84,23,0,39,2446,2
2492,1,2,6,6,84,23,0,8,1090,1
2493,0,2,6,6,85,12,1,44,2045,2
2494,0,2,6,6,85,12,1,44,2477,3
2495,1,1,5,6,48,32,0,23,2731,3
2496,0,2,6,6,85,12,1,44,2715,3
2497,1,4,2,4,39,1,0,5,1579,2
2498,0,2,6,6,85,12,1,44,1822,2
2499,1,2,6,6,84,23,0,8,1291,1
2500,1,0,6,1,31,23,0,17,171,0
2501,0,2,6,6,85,12,1,44,2583,3
2502,0,1,1,1,50,8,0,7,2019,2
2503,1,1,2,1,59,32,0,5,1544,2
2504,1,1,5,1,84,17,0,5,1838,2
2505,1,1,0,1,84,18,0,35,1757,2
2506,1,1,2,6,26,32,0,44,1335,1
2507,1,1,0,0,56,18,0,5,1796,2
2508,1,2,6,6,84,23,0,8,1619,2
2509,1,1,5,1,10,23,0,8,2108,2
2510,0,2,6,6,84,23,0,45,2165,2
2511,0,1,6,6,84,32,0,2,361,0
2512,0,2,6,6,84,23,0,4,282,0
2513,1,4,2,4,57,7,0,11,1407,1
2514,1,1,2,6,39,24,0,46,2853,3
2515,1,1,6,6,96,21,0,0,558,0
2516,1,1,0,1,59,23,0,35,1154,1
2517,1,2,6,6,84,23,0,8,2106,2
2518,1,2,6,6,84,23,0,35,2150,2
2519,1,0,5,5,48,18,0,23,2314,2
2520,1,1,5,1,26,20,0,8,2516,3
2521,1,1,0,4,51,23,0,28,2772,3
2522,1,2,2,4,50,16,0,23,372,0
2523,1,2,6,6,84,23,0,23,239,0
2524,1,1,6,6,56,23,0,35,1281,1
2525,1,1,6,6,67,12,0,5,1160,1
2526,1,1,2,4,104,32,1,28,536,0
2527,1,1,0,6,73,32,0,36,2914,3
2528,1,0,6,1,31,23,0,23,171,0
2529,1,1,0,1,59,8,0,35,975,1
2530,1,1,0,1,59,12,0,5,1662,2
2531,1,2,6,6,84,23,0,24,2612,3
2532,0,2,6,6,84,23,0,11,200,0
2533,0,1,2,4,39,32,0,2,1762,2
2534,1,2,6,6,84,23,0,4,1801,2
2535,1,2,6,6,84,23,0,8,1312,1
2536,1,1,6,6,67,12,0,5,771,1
2537,1,1,2,4,52,17,0,44,2502,3
2538,0,2,6,6,84,23,0,44,186,0
2539,1,1,5,1,56,18,0,5,2595,3
2540,1,2,6,6,84,23,0,48,2535,3
2541,1,2,6,6,84,23,0,48,1991,2
2542,0,1,6,6,84,23,0,20,58,0
2543,1,1,0,6,85,27,0,39,1681,2
2544,1,2,6,6,84,23,0,8,2093,2
2545,1,1,5,1,10,23,0,8,1628,2
